task,cluster_unit,split_regime,seed,metric,point_estimate,bootstrap_mean,bootstrap_sd,q025,q500,q975,n_records,n_clusters,bootstrap_reps,finite_bootstrap_reps
T3_pn_clf,inchikey,random,20260816,mcc,0.059824414816954455,0.058781450334991804,0.023356818429270093,0.015348032445745747,0.05857130129287971,0.1079149703359294,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260816,brier,0.13599678068479634,0.13635481276983397,0.006693994049217414,0.12375222596426695,0.1361977484885375,0.1483773687283982,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260816,ece_10bin,0.10234222050158334,0.10457599268408614,0.007379578997468695,0.09028574277714752,0.10441691846435353,0.11837171902313579,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260816,sensitivity,0.9682080924855492,0.9681580672139528,0.004085931261934985,0.9598984816144444,0.9682739006332034,0.9756011834186191,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260816,specificity,0.0635593220338983,0.06312283670433982,0.01302379633102664,0.04073769611003654,0.06288670315230842,0.09108557224709904,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260817,roc_auc,0.5977771841628294,0.5982540616539147,0.016704073550976563,0.5659414458831171,0.5984346421589981,0.6310894794602451,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260817,pr_auc,0.8990671681636406,0.8995291332874135,0.007735580083364655,0.8839470317519788,0.8998277206764306,0.9143183981501222,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260817,balanced_accuracy,0.49412168119917704,0.49388571191428504,0.002822947950672169,0.48912326345966867,0.49373714883086706,0.4998701803804878,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260817,mcc,-0.03076436733448281,-0.03185544021279233,0.014249708517852561,-0.054904418969432184,-0.03318355073617775,-0.0006634047299504906,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260817,brier,0.13812761787046535,0.1379327066653886,0.007003953035922982,0.12451826616572598,0.1378569632518398,0.1516615154861856,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260817,ece_10bin,0.10927978057276314,0.1095847962942656,0.007915785358569087,0.09383945189104434,0.10980163084252949,0.12522730141709534,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260817,sensitivity,0.9797687861271677,0.9796321664314805,0.003073547774376935,0.9735159226137982,0.9796610111224797,0.9857461017980895,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260817,specificity,0.00847457627118644,0.00813925739708964,0.004812911708902165,0.0,0.007714568408210026,0.019191820037165047,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260815,roc_auc,0.5845509668609777,0.584432667068655,0.017488820421353118,0.5515063230983206,0.584934172876456,0.619080066336984,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260815,pr_auc,0.8876459145544473,0.8879924715396565,0.009382464769490827,0.8690932160670611,0.8882544429782979,0.90571255261693,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260815,balanced_accuracy,0.546735696090918,0.5473235145158812,0.009604179881137685,0.5299101804375018,0.5471229571753657,0.5673135540637305,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260815,mcc,0.1521939552902108,0.15358912530383959,0.028293562241108516,0.102127601225422,0.15338647065868172,0.21033847092781482,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260815,brier,0.13600946995694072,0.1357527965951667,0.006440390901426314,0.12276455590077064,0.13562930753549807,0.14945956049316497,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260815,ece_10bin,0.10672960934677615,0.10787189454413329,0.007390402659158974,0.09328274581941995,0.10772107845429123,0.12287830154384961,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260815,sensitivity,0.9642341040462428,0.9643080787938566,0.004057062698948817,0.9564121669875089,0.9641693691592916,0.9722442130950328,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260815,specificity,0.1292372881355932,0.1303389502379059,0.019216025797212686,0.09465914566268463,0.1303033766106551,0.16936827956989245,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260816,roc_auc,0.5862895868031743,0.5870602285033187,0.018627701720850737,0.5511464779036108,0.587069280448012,0.6230767156910211,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260816,pr_auc,0.8827845090516624,0.8833970544163855,0.010929543578360403,0.8609332019502021,0.8838661946295956,0.9047989609384476,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260816,balanced_accuracy,0.5192821103164496,0.5192895712640627,0.006444834345828196,0.5080270828701932,0.5186998401665788,0.5318567536852914,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260816,mcc,0.1026064156454698,0.10241286875293193,0.030823844053952647,0.045465929464207654,0.10092183677895335,0.16225986258816774,3240,2278,1000,1000
